Bridge_Type,BRIDGE,NAME,District_Label,DIST,County_Name,CO,CITY,RTE,PM,YRBLT,Age,Decade_Built,LAT,LON,LENG,MAINSPANS,APPSPANS,DECKWIDTH,DESIGN_MAIN,MATERIAL_MAIN,FAC,LOC,INTERSEC,DATA_EXTRACTED,X,Y,OBJECTID
Local,05C0062,MAD RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1991.0,35.0,1990,40.28386389,-123.33548056,55.6,2.0,0.0,8.7,05: Box Beam Or Gdr - Mu,2: Concrete Cont,RUTH-ZENIA ROAD,17.0 MI S OF S.H.36,MAD RIVER,2024/03/12 09:19:32+00,-13729644.4143,4907279.4963,26322
Local,05C0067,HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1948.0,78.0,1940,40.59631389,-123.28133611,61.1,3.0,0.0,8.8,02: Stringer/Multi-Beam,4: Steel Cont,HYAMPOM ROAD,8.8 MI WEST OF SR 3,HAYFORK CREEK,2024/03/12 09:19:32+00,-13723617.0864,4952979.9142,26323
Local,05C0070,TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1981.0,45.0,1980,40.72814167,-123.06257222,95.9,3.0,0.0,10.9,05: Box Beam Or Gdr - Mu,2: Concrete Cont,DUTCH CREEK ROAD,0.3 MI S OF SR 299,TRINITY RIVER,2024/03/12 09:19:32+00,-13699264.4003,4972325.6939,26324
Local,05C0085,SALT CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1951.0,75.0,1950,40.44696667,-123.1461,19.8,2.0,0.0,6.0,02: Stringer/Multi-Beam,3: Steel,13 DIPS ROAD,1.2 MI EAST OF S.R. 3,SALT CREEK,2024/03/12 09:19:32+00,-13708562.6669,4931109.1819,26325
Local,05C0097,HOLLY CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1977.0,49.0,1970,40.32555,-123.45504722,12.6,1.0,0.0,8.7,04: Tee Beam,5: Prestress Conc,VAN DUZEN ROAD,11.8 MI SOUTH SR 36,HOLLY CREEK,2024/03/12 09:19:32+00,-13742954.5173,4913364.4479,26326
Local,05C0098,CEDAR  CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1977.0,49.0,1970,40.318725,-123.45155278,12.6,1.0,0.0,8.7,04: Tee Beam,5: Prestress Conc,VAN DUZEN ROAD,12.5 MI SOUTH SR 36,CEDAR CREEK,2024/03/12 09:19:32+00,-13742565.5175,4912367.9404,26327
Local,05C0099,LITTLE VAN DUZEN RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1971.0,55.0,1970,40.28912778,-123.43714444,40.7,2.0,0.0,9.9,04: Tee Beam,1: Concrete,RUTH-ZENIA ROAD,0.1 MI SW VAN DUZEN RD,LITTLE VAN DUZEN RIVER,2024/03/12 09:19:32+00,-13740961.5884,4908047.6618,26328
Local,05C0100,CARR CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1950.0,76.0,1950,40.56286944,-123.10490278,19.2,1.0,0.0,8.6,02: Stringer/Multi-Beam,3: Steel,WILDWOOD ROAD,0.1 MI E OF S.R. 3,CARR CREEK,2024/03/12 09:19:32+00,-13703976.6143,4948078.0016,26329
Local,05C0102,SYDNEY GULCH,District 2,02,Trinity,TRI,00000,00000,0.0,1949.0,77.0,1940,40.73386667,-122.94240278,8.5,1.0,0.0,11.1,02: Stringer/Multi-Beam,3: Steel,FOREST AVENUE,0.2 MI SOUTH OF SR 299,SYDNEY GULCH,2024/03/12 09:19:32+00,-13685887.1971,4973166.7087,26330
Local,05C0105,CARR CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1987.0,39.0,1980,40.57605,-123.08874444,18.3,1.0,0.0,9.8,01: Slab,5: Prestress Conc,SUMMIT CREEK ROAD,0.1 MI S OF S.R. 3,CARR CREEK,2024/03/12 09:19:32+00,-13702177.8767,4950009.5686,26331
Local,05C0108,NORTH FORK TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1967.0,59.0,1960,40.78325833,-123.13020278,55.2,3.0,0.0,8.7,02: Stringer/Multi-Beam,3: Steel,EAST FORK ROAD,1.1 MI NORTH S.R. 299,NORTH FORK TRINITY RIVER,2024/03/12 09:19:32+00,-13706793.0013,4980425.4428,26332
Local,05C0112,BROWNS CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1949.0,77.0,1940,40.65049722,-122.98536667,22.3,2.0,0.0,4.8,02: Stringer/Multi-Beam,3: Steel,B-BAR-K ROAD,2.9 MI NW OF SR 3,BROWNS CREEK,2024/03/12 09:19:32+00,-13690669.9147,4960926.7158,26333
Local,05C0118,HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1978.0,48.0,1970,40.61569167,-123.44879167,74.4,2.0,0.0,10.1,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,HYAMPOM ROAD,23.2 MI WEST OF SR 3,HAYFORK CREEK,2024/03/12 09:19:32+00,-13742258.1568,4955821.2134,26334
Local,05C0119,TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1989.0,37.0,1980,40.86829444,-123.51868333,143.3,2.0,1.0,11.0,02: Stringer/Multi-Beam,4: Steel Cont,DENNY ROAD,0.2 MI E JCT SR 299,TRINITY RIVER,2024/03/12 09:19:32+00,-13750038.4667,4992935.2401,26335
Local,05C0120,SOUTH FORK TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1970.0,56.0,1970,40.60775,-123.45164444,106.7,5.0,0.0,9.4,05: Box Beam Or Gdr - Mu,2: Concrete Cont,SOUTH FORK ROAD,0.5 MI W HYAMPOM RD,SOUTH FORK TRINITY RIVER,2024/03/12 09:19:32+00,-13742575.7263,4954656.6526,26336
Local,05C0122,KERLIN CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1960.0,66.0,1960,40.63466389,-123.48378056,9.1,1.0,0.0,8.4,02: Stringer/Multi-Beam,3: Steel,SOUTH FORK ROAD,3.8 MI N HYAMPOM RD,KERLIN CREEK,2024/03/12 09:19:32+00,-13746153.1029,4958603.8471,26337
Local,05C0123,BIG CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1940.0,86.0,1940,40.645975,-123.49443056,12.2,1.0,0.0,8.5,02: Stringer/Multi-Beam,3: Steel,SOUTH FORK ROAD,4.8 MI N HYAMPOM RD,BIG CREEK,2024/03/12 09:19:32+00,-13747338.6558,4960263.2111,26338
Local,05C0125,COFFEE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1977.0,49.0,1970,41.12021389,-122.83655278,18.9,1.0,0.0,8.7,04: Tee Beam,5: Prestress Conc,COFFEE CREEK ROAD,8.8 MI WEST OF S.R. 3,COFFEE CREEK,2024/03/12 09:19:32+00,-13674104.0336,5030090.1513,26339
Local,05C0129,INDIAN CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1955.0,71.0,1950,40.59208611,-122.79359167,12.2,1.0,0.0,4.8,02: Stringer/Multi-Beam,3: Steel,INDIAN CREEK ROAD,6.9 MI E REDDING CREEK RD,INDIAN CREEK,2024/03/12 09:19:32+00,-13669321.6152,4952360.1243,26340
Local,05C0131,HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1945.0,81.0,1940,40.51926111,-123.08547778,47.5,2.0,2.0,8.6,02: Stringer/Multi-Beam,3: Steel,WILDWOOD ROAD,3.7 MI SOUTH OF S.R. 3,HAYFORK CREEK,2024/03/12 09:19:32+00,-13701814.2321,4941690.0547,26341
Local,05C0133,BIG CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1960.0,66.0,1960,40.61368333,-123.15949167,27.4,3.0,0.0,8.5,04: Tee Beam,2: Concrete Cont,BIG CREEK ROAD,4.5 MI NORTH OF S.R. 3,BIG CREEK,2024/03/12 09:19:32+00,-13710053.4232,4955526.7031,26342
Local,05C0135,TULE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1947.0,79.0,1940,40.52409167,-123.22486667,10.5,1.0,0.0,8.5,03: Girder & Floorbeam S,3: Steel,TULE CREEK ROAD,3.3 MI SW OF S.R. 3,TULE CREEK,2024/03/12 09:19:32+00,-13717330.9346,4942397.4501,26343
Local,05C0137,PELLETREAU CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1967.0,59.0,1960,40.61943611,-123.4751,61.0,4.0,0.0,8.7,05: Box Beam Or Gdr - Mu,2: Concrete Cont,SOUTH FORK ROAD,2.3 MI N HYAMPOM RD,PELLETREAU CREEK,2024/03/12 09:19:32+00,-13745186.7875,4956370.3438,26344
Local,05C0139,EAST FORK HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1965.0,61.0,1960,40.49813056,-123.04641667,13.4,1.0,0.0,5.0,03: Girder & Floorbeam S,3: Steel,EAST FK HAYFORK RD,1.8 MI E WILDWOOD ROAD,EAST FORK HAYFORK CREEK,2024/03/12 09:19:32+00,-13697465.9682,4938596.2499,26345
Local,05C0140,POTATO CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1950.0,76.0,1950,40.50269444,-123.03994444,7.3,1.0,0.0,4.9,02: Stringer/Multi-Beam,3: Steel,EAST FORK ROAD,2.2 MI E WILDWOOD ROAD,POTATO CREEK,2024/03/12 09:19:32+00,-13696745.4836,4939264.3838,26346
Local,05C0144,PRICE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1950.0,76.0,1950,40.73175,-123.25768056,16.2,3.0,0.0,4.9,02: Stringer/Multi-Beam,4: Steel Cont,PRICE CREEK RD,0.7 MI SOUTH OF SR 299,PRICE CREEK,2024/03/12 09:19:32+00,-13720983.7639,4972855.754,26347
Local,05C0147,SALT CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1950.0,76.0,1950,40.13008333,-123.36738056,31.7,3.0,0.0,6.2,02: Stringer/Multi-Beam,3: Steel,LONG RIDGE ROAD,2 MI E JCT HOAGLIN RD,SALT CREEK,2024/03/12 09:19:32+00,-13733195.5042,4884864.4158,26348
Local,05C0153,MIDDLE WEAVER CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1986.0,40.0,1980,40.72144444,-122.940575,18.3,1.0,0.0,9.8,01: Slab,5: Prestress Conc,MILL STREET,0.5 MI SOUTH OF SR 299,MIDDLE WEAVER CREEK,2024/03/12 09:19:32+00,-13685683.7295,4971341.9526,26349
Local,05C0162,TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1960.0,66.0,1960,40.73834722,-123.25221944,104.5,3.0,1.0,5.9,02: Stringer/Multi-Beam,3: Steel,CORRAL BOTTOM ROAD,0.1 MI SOUTH OF SR 299,TRINITY RIVER,2024/03/12 09:19:32+00,-13720375.8358,4973824.9573,26350
Local,05C0163,MAD RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1988.0,38.0,1980,40.19706111,-123.27995,49.2,4.0,0.0,8.7,01: Slab,2: Concrete Cont,UPPER MAD RIVER RD,BARRY CREEK ROAD,MAD RIVER,2024/03/12 09:19:32+00,-13723462.7788,4894620.8592,26351
Local,05C0164,PRICE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1965.0,61.0,1960,40.73715833,-123.25278333,7.3,1.0,0.0,4.9,02: Stringer/Multi-Beam,3: Steel,PRICE CK CMPBEL RD,PATTERSON RANCH ROAD,PRICE CREEK,2024/03/12 09:19:32+00,-13720438.6076,4973650.2896,26352
Local,05C0166,CLEAR GULCH,District 2,02,Trinity,TRI,00000,00000,0.0,1955.0,71.0,1950,40.74581667,-123.05252778,7.3,1.0,0.0,8.5,02: Stringer/Multi-Beam,3: Steel,CANYON CREEK ROAD,1.4 MI NE SR 299 JCT CITY,CLEAR GULCH,2024/03/12 09:19:32+00,-13698146.2581,4974922.4181,26353
Local,05C0170,TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1963.0,63.0,1960,40.7177,-122.80249167,91.4,3.0,0.0,9.6,02: Stringer/Multi-Beam,4: Steel Cont,TRINITY DAM BLVD,.2 MI S/O RUSH CREEK RD,TRINITY RIVER,2024/03/12 09:19:32+00,-13670312.3608,4970791.983,26354
Local,05C0174,EAST FORK TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1960.0,66.0,1960,41.00963333,-122.61994167,42.4,1.0,0.0,9.4,10: Truss - Thru,3: Steel,EAST SIDE ROAD,7.8 MI SOUTHEAST OF SR 3,EAST FORK TRINITY RIVER,2024/03/12 09:19:32+00,-13649990.9895,5013763.446,26355
Local,05C0175,LITTLE BROWNS CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1997.0,29.0,1990,40.69629167,-122.92407778,16.7,1.0,0.0,6.5,02: Stringer/Multi-Beam,3: Steel,BROWNS MOUNTAIN RD,0.1 MI E LITLE BRWN CK RD,LITTLE BROWNS CREEK,2024/03/12 09:19:32+00,-13683847.2665,4967648.191,26356
Local,05C0185,TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1961.0,65.0,1960,41.05295,-122.69750556,97.2,3.0,0.0,9.6,02: Stringer/Multi-Beam,4: Steel Cont,EAST SIDE ROAD,0.1 MI E OF STATE RTE 3,TRINITY RIVER,2024/03/12 09:19:32+00,-13658625.3643,5020155.6805,26357
Local,05C0188,VAN DUZEN RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1960.0,66.0,1960,40.27776944,-123.42093611,7.9,1.0,0.0,8.5,02: Stringer/Multi-Beam,3: Steel,RUTH-ZENIA ROAD,HETTENSHAW ROAD,VAN DUZEN RIVER,2024/03/12 09:19:32+00,-13739157.2845,4906390.1991,26358
Local,05C0189,LITTLEFIELD CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1955.0,71.0,1950,40.24997222,-123.31791111,7.6,1.0,0.0,8.6,02: Stringer/Multi-Beam,3: Steel,UPPER MAD RIVER RD,19.7 MI SOUTH OF S.R. 36,LITTLEFIELD CREEK,2024/03/12 09:19:32+00,-13727688.5918,4902335.0695,26359
Local,05C0191,VAN DUZEN CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1950.0,76.0,1950,40.27541944,-123.40143056,8.8,1.0,0.0,4.1,02: Stringer/Multi-Beam,3: Steel,EAST HETTENSHAW RD,100' SOUTH RUTH-ZENIA RD,VAN DUZEN RIVER,2024/03/12 09:19:32+00,-13736985.9357,4906047.3107,26360
Local,05C0193,HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1971.0,55.0,1970,40.49046111,-123.07118056,20.1,1.0,0.0,4.3,03: Girder & Floorbeam S,3: Steel,EAST FK HAYFORK RD,0.2 MI E WILDWOOD ROAD,HAYFORK CREEK,2024/03/12 09:19:32+00,-13700222.672,4937473.578,26361
Local,05C0194,LITTLE BROWNS CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1974.0,52.0,1970,40.71035556,-122.90203889,12.8,1.0,0.0,9.0,02: Stringer/Multi-Beam,3: Steel,LITTLE BROWN CK RD,2.0 MI N/E S.R. 299,LITTLE BROWNS CREEK,2024/03/12 09:19:32+00,-13681393.9085,4969713.3443,26362
Local,05C0200,SALT CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1966.0,60.0,1960,40.46706111,-123.17013333,19.0,1.0,0.0,7.5,02: Stringer/Multi-Beam,3: Steel,RATTLESNAKE ROAD,150' WEST OF S.R. 3,SALT CREEK,2024/03/12 09:19:32+00,-13711238.0459,4934049.0215,26363
Local,05C0203,NORTH FORK COFFEE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1977.0,49.0,1970,41.12100833,-122.835175,18.9,1.0,0.0,8.7,04: Tee Beam,5: Prestress Conc,COFFEE CREEK ROAD,8.7 MI WEST OF S.R. 3,NORTH FORK COFFEE CREEK,2024/03/12 09:19:32+00,-13673950.6601,5030207.5468,26364
Local,05C0205,EAST FORK COFFEE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1987.0,39.0,1980,41.12178889,-122.81650833,33.7,1.0,0.0,8.7,05: Box Beam Or Gdr - Mu,5: Prestress Conc,COFFEE CREEK ROAD,7.35 MI W OF SR 3,EAST FORK COFFEE CREEK,2024/03/12 09:19:32+00,-13671872.6959,5030322.8915,26365
Local,05C0207,TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1983.0,43.0,1980,40.70419167,-122.84678889,23.1,1.0,0.0,9.8,02: Stringer/Multi-Beam,3: Steel,BROWNS MOUNTAIN RD,0.3 MI W LEWISTON RD,TRINITY RIVER,2024/03/12 09:19:32+00,-13675243.5055,4968808.1808,26366
Local,05C0218,EAST WEAVER CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1955.0,71.0,1950,40.73617222,-122.926875,18.9,1.0,0.0,8.6,02: Stringer/Multi-Beam,3: Steel,BROWNS RANCH ROAD,0.2 MI E OF S.R. 3,EAST WEAVER CREEK,2024/03/12 09:19:32+00,-13684158.6526,4973505.4198,26367
Local,05C0219,RUTH DAM,District 2,02,Trinity,TRI,00000,00000,0.0,1972.0,54.0,1970,40.36909167,-123.433075,31.7,1.0,0.0,5.2,02: Stringer/Multi-Beam,3: Steel,RUTH DAM ROAD,100' W MAD RIVER ROAD,RUTH DAM,2024/03/12 09:19:32+00,-13740508.5811,4919724.272,26368
Local,05C0220,NORTH FORK SWIFT CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1972.0,54.0,1970,40.98197222,-122.726025,24.5,1.0,0.0,4.6,02: Stringer/Multi-Beam,5: Prestress Conc,SWIFT CREEK ROAD,1.0 MI W OF STATE RTE 3,NORTH FORK SWIFT CREEK,2024/03/12 09:19:32+00,-13661800.1335,5009683.6961,26369
Local,05C0221,TRINITY RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,1996.0,30.0,1990,40.89140556,-123.58503611,116.1,3.0,0.0,11.3,05: Box Beam Or Gdr - Mu,2: Concrete Cont,SALYER LOOP ROAD,0.1 MI N OF SR 299,TRINITY RIVER,2024/03/12 09:19:32+00,-13757424.8256,4996337.9284,26370
Local,05C0222,WEST WEAVER CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2000.0,26.0,2000,40.73220278,-122.95971389,7.9,1.0,0.0,0.0,11: Arch - Deck,1: Concrete,OREGON STREET,1.4 MI W CARSON ST,WEST WEAVER CREEK,2024/03/12 09:19:32+00,-13687814.2613,4972922.2726,26371
Local,05C0223,VAN DUZEN RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,2003.0,23.0,2000,40.28944167,-123.43552222,38.0,3.0,0.0,8.9,01: Slab,2: Concrete Cont,RUTH-ZENIA ROAD,14.8 MI FROM SR 36,VAN DUZEN RIVER,2024/03/12 09:19:32+00,-13740781.0034,4908093.4701,26372
Local,05C0224,KETTENPOM CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2006.0,20.0,2000,40.13265278,-123.39168056,12.6,1.0,0.0,8.4,01: Slab,1: Concrete,HOAGLIN ROAD,2.9 MI E ZEN LAKE MTN RD,KETTENPOM CREEK,2024/03/12 09:19:32+00,-13735900.5684,4885238.521,26373
Local,05C0225,BROWNS CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2005.0,21.0,2000,40.58895278,-122.92715833,25.7,1.0,0.0,10.2,05: Box Beam Or Gdr - Mu,5: Prestress Conc,DEERLICK SPRING RD,2.05 MI S/O SR 3,BROWNS CREEK,2024/03/12 09:19:32+00,-13684190.1907,4951900.7985,26374
Local,05C0226,HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2004.0,22.0,2000,40.54852778,-123.17061667,60.0,2.0,0.0,13.2,05: Box Beam Or Gdr - Mu,6: Prstr Conc Cont,OAK AVE,0.39 MI S SR3,HAYFORK CREEK,2024/03/12 09:19:32+00,-13711291.8517,4945976.7093,26375
Local,05C0227,OLSEN CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2002.0,24.0,2000,40.42419444,-123.47845,24.5,1.0,0.0,10.1,02: Stringer/Multi-Beam,5: Prestress Conc,MAD RIVER ROAD,1.5 MI S OF RTE 36,OLSEN CREEK,2024/03/12 09:19:32+00,-13745559.7047,4927778.6379,26376
Local,05C0228,LITTLE EAST FORK CANYON CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2002.0,24.0,2000,40.8658,-123.03511389,15.4,1.0,0.0,6.7,02: Stringer/Multi-Beam,3: Steel,CANYON CREEK ROAD,NE OF HELENA AND SR 299,LITTLE E FORK CANYON CRK,2024/03/12 09:19:32+00,-13696207.7544,4992568.0561,26377
Local,05C0229,MUD CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2003.0,23.0,2000,40.20305278,-123.51813333,21.0,1.0,0.0,8.5,01: Slab,5: Prestress Conc,ZENIA BLUFF RD,WEST OF ZENIA,MUD CREEK,2024/03/12 09:19:32+00,-13749977.2303,4895494.1131,26378
Local,05C0231,EAST FORK HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2004.0,22.0,2000,40.501675,-123.01611944,9.5,1.0,0.0,7.0,02: Stringer/Multi-Beam,3: Steel,EAST FORK HYFK RD,3.7 MI E OF WILDWOOD ROAD,EAST FORK HAYFORK CREEK,2024/03/12 09:19:32+00,-13694093.2962,4939115.1379,26379
Local,05C0232,DUNBAR CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2004.0,22.0,2000,40.38026389,-123.44336944,15.5,1.0,0.0,10.0,01: Slab,5: Prestress Conc,MAD RIVER ROAD,5.9 MI S OF SR 36,DUNBAR CREEK,2024/03/12 09:19:32+00,-13741654.5538,4921356.7816,26380
Local,05C0233,SOLDIER CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2006.0,20.0,2000,40.690225,-123.02893056,7.9,1.0,0.0,10.5,11: Arch - Deck,3: Steel,EVANS BAR ROAD,0.3 MI WEST DUTCH CRK RD,SOLDIER CREEK,2024/03/12 09:19:32+00,-13695519.426,4966757.49,26381
Local,05C0234,SOLDIER CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2006.0,20.0,2000,40.69028889,-123.03704167,7.4,1.0,0.0,15.0,11: Arch - Deck,3: Steel,DUTCH CREEK ROAD,4 MI SOUTH OF SR 299,SOLDIER CREEK,2024/03/12 09:19:32+00,-13696422.3509,4966766.8696,26382
Local,05C0235,CAMPBELL RIDGE SLIDE,District 2,02,Trinity,TRI,00000,00000,0.0,2006.0,20.0,2000,40.91198611,-123.61131667,24.4,1.0,0.0,4.3,02: Stringer/Multi-Beam,3: Steel,CAMPBELL RIDGE RD.,5.4 MI NWEST OF SR299,CAMPBELL RIDGE SLIDE,2024/03/12 09:19:32+00,-13760350.3645,4999369.0393,26383
Local,05C0236,HALLS GULCH,District 2,02,Trinity,TRI,00000,00000,,2013.0,13.0,2010,41.01418889,-122.61056667,24.4,1.0,0.0,8.4,01: Slab,1: Concrete,EAST FORK ROAD,0.7 MI NE OF EAST SIDE RD,HALLS GULCH,2024/03/12 09:19:32+00,-13648947.3693,5014435.5111,26384
Local,05C0238,DUTTON CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,1950.0,76.0,1950,40.67501389,-122.97048333,12.0,1.0,0.0,5.3,02: Stringer/Multi-Beam,3: Steel,STEINER FLAT ROAD,3.8 MI NW OF SR3 @D.CITY,DUTTON CREEK,2024/03/12 09:19:32+00,-13689013.1096,4964524.5727,26385
Local,05C0239,LITTLE BROWNS CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2007.0,19.0,2000,40.77788333,-122.89403056,9.9,1.0,0.0,6.6,01: Slab,1: Concrete,ROUNDY ROAD,0.07 MI WEST OF SR 3,LITTLE BROWNS CREEK,2024/03/12 09:19:32+00,-13680502.4258,4979635.2592,26386
Local,05C0240,PACKERS CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2009.0,17.0,2000,40.65340833,-123.15712222,16.0,1.0,0.0,4.9,01: Slab,6: Prstr Conc Cont,BIG CREEK ROAD,7.5 MI N OR SR3 (HAYFORK),PACKERS CREEK,2024/03/12 09:19:32+00,-13709789.6585,4961353.8542,26387
Local,05C0241,VAN HORN GULCH,District 2,02,Trinity,TRI,00000,00000,0.0,2014.0,12.0,2010,40.18898611,-123.26775,19.2,1.0,0.0,0.0,11: Arch - Deck,1: Concrete,UPPER MAD RIVER RD,25.4 MI S OF SR 36,VAN HORN GULCH,2024/03/12 09:19:32+00,-13722104.6807,4893444.0891,26388
Local,05C0242,EAST WEAVER CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2016.0,10.0,2010,40.73856667,-122.92582778,61.0,3.0,0.0,13.2,01: Slab,6: Prstr Conc Cont,LANCE GULCH ROAD,"NE WEAVERVILLE, BY SR 3",EAST WEAVER CREEK,2024/03/12 09:19:32+00,-13684042.0763,4973857.2019,26389
Local,05C0243,VAN DUZEN RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,2014.0,12.0,2010,40.34126389,-123.47481667,80.8,2.0,0.0,9.5,02: Stringer/Multi-Beam,4: Steel Cont,WEST VAN DUZEN RD,4.5 MI N OF ZENIA-RUTH RD,VAN DUZEN RIVER,2024/03/12 09:19:32+00,-13745155.2425,4915659.191,26390
Local,05C0244,SOUTH FORK MAD RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,2014.0,12.0,2010,40.16252222,-123.22653056,17.3,1.0,0.0,0.0,11: Arch - Deck,1: Concrete,UPPER MAD RIVER RD,28.5 MI S OF SR 36,SOUTH FORK MAD RIVER,2024/03/12 09:19:32+00,-13717516.1522,4889588.4865,26391
Local,05C0245,SHANTY CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2014.0,12.0,2010,40.37005,-123.49601667,17.3,1.0,0.0,0.0,11: Arch - Deck,1: Concrete,WEST VAN DUZEN RD,7.2 MI N OF RUTH-ZENIA RD,SHANTY CREEK,2024/03/12 09:19:32+00,-13747515.2165,4919864.2942,26392
Local,05C0246,HAYFORK CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2016.0,10.0,2010,40.40083333,-123.05794444,49.4,3.0,0.0,10.8,01: Slab,6: Prstr Conc Cont,WILDWOOD ROAD,2.7 MI N OF SR 36,HAYFORK CREEK,2024/03/12 09:19:32+00,-13698749.233,4924363.1472,26393
Local,05C0247,VAN DUZEN RIVER,District 2,02,Trinity,TRI,00000,00000,0.0,2013.0,13.0,2010,40.37545,-123.50341667,55.5,1.0,0.0,9.5,02: Stringer/Multi-Beam,3: Steel,WEST VAN DUZEN RD,8 MI N ZENIA-RUTH RD,VAN DUZEN RIVER,2024/03/12 09:19:32+00,-13748338.9809,4920653.3316,26394
Local,05C0249,COFFEE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2017.0,9.0,2010,41.11831944,-122.89470833,21.9,1.0,0.0,5.9,02: Stringer/Multi-Beam,3: Steel,COFFEE CREEK ROAD,13.1 MI W SR 3,COFFEE CREEK,2024/03/12 09:19:32+00,-13680577.8813,5029810.2132,26395
Local,05C0250,MUMBO CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2017.0,9.0,2010,41.13765833,-122.57006944,19.5,1.0,0.0,5.9,02: Stringer/Multi-Beam,3: Steel,RAMSHORN ROAD,9.6 MI EAST OF SR 3,MUMBO CREEK,2024/03/12 09:19:32+00,-13644439.2404,5032668.2565,26396
Local,05C0251,LITTLE CREEK,District 2,02,Trinity,TRI,00000,00000,0.0,2017.0,9.0,2010,40.625625,-122.96059722,17.4,1.0,0.0,8.5,01: Slab,5: Prestress Conc,JORDAN ROAD,0.1 MI NORTH OF SR 3,LITTLE CREEK,2024/03/12 09:19:32+00,-13687912.5919,4957278.0315,26397
